build,computer.platform,computer.touch,date,time,subject,group,sessionid,blockcode,blocknum,trialcode,list.ITI.currentvalue,list.preClockFreeze.currentvalue,latency,list.ISI.currentvalue,block,trialCount,trial,run_trial,block_trial,block_type,trial_type,last_block_type,generate_new_erasure,trial_since_erasure_gen,att_index,era_index,x_final,y_final,ITI_index,seed,list.era_loc.currentvalue,has_erasure,list.att_loc.currentvalue,n_clicks,n_clicks_era_only,timeout_block,timeouts_remain,stim_center_deg,startPos,pos_shifted,rt_shifted,mag,inc_rg,inc,rng,freq,choose_stim,erasure_value,current_erasure,curr_min,list.spread.nextvalue,curr_mean,curr_max,new_mean,to_h,to_l,smooth_kernel2,rt_index,erasure_RT,right_index,left_index,stim_left_deg,stim_right_deg,scanner_sync,trial_start,freeze_start,ISI_start,feedback_start,ITI_start,erasure_blocks,attentional_control,local_uncertainty,picture.planet.item.1,picture.animatedCircle.item.1,picture.feedback2.items.1,picture.stim.item.1,Earnings,totalEarnings
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,presscont,1,reminder1,,,635,,0,,0,0,,,,,1,,0,0,,,,5094,,,,,,0,2,,0,0,0,0,0,0,,0.7,,,,,,,,,,,,,,,,,,,,,,,,0,wind,cloud,blank.png,blank.png,blank.png,fog0.png,,0
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,presscont,1,reminder2,,,163,,0,,0,0,,,,,1,,0,0,,,,5094,,,,,,0,2,,0,0,0,0,0,0,,0.7,,,,,,,,,,,,,,,,,,,,,,,,0,wind,cloud,blank.png,blank.png,blank.png,fog0.png,,0
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,presscont,1,scanner_sync,,,653,,0,,0,0,,,,,1,,0,0,,,,5094,,,,,,0,2,,0,0,0,0,0,0,,0.7,,,,,,,,,,,,,,,,,,1962,,,,,,0,wind,cloud,blank.png,blank.png,blank.png,fog0.png,,0
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,presscont,1,countdown,,,1000,,0,,0,0,,,,,1,,0,0,,,,5094,,,,,,0,2,,0,0,0,0,0,0,,0.7,,,,,,,,,,,,,,,,,,1962,,,,,,0,wind,cloud,blank.png,blank.png,blank.png,fog0.png,,0
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,clock,416,549,2543,,1,1,1,1,1,erasure,erasure,,1,1,0,1,,,,5094,146,1,,0,0,0,2,236,89,,,0,,,,0.7,0,39,39,1,,nan,201,,,,,,146,161,131,221,251,1962,5992,5411,,,4976,1,wind,cloud,Planet1A.png,Ship1A.png,blank.png,fog0.png,,0
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,feedback,416,549,699,416,1,2,1,1,1,erasure,erasure,,0,1,0,1,,,,5094,146,1,,1,1,0,2,236,89,233.496,3243,48.216,10,10,0.918557883,0.7,1,39,39,1,,nan,201,,,,,143,146,161,131,221,251,1962,5992,5411,8586,9018,4976,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,fog0.png,0.003,0.003
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,clock,466,532,929,416,1,2,2,2,2,erasure,erasure,erasure,0,2,0,1,,,,5094,146,1,,1,1,0,2,236,21,,,48.216,,,,0.7,1,39,39,1,,67.83407407,201,70.60555556,201,1,,143,146,161,131,221,251,1962,10757,10197,8586,9018,9722,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,fog0.png,0.003,0.003
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,feedback,466,532,699,482,1,3,2,2,2,erasure,erasure,erasure,0,2,0,1,,,,5094,146,1,,2,2,0,2,236,21,232.488,3229,53.12266667,53,53.12266667,0.225449213,0.7,1,39,39,1,,67.83407407,201,70.60555556,201,1,,142,146,161,131,221,251,1962,10757,10197,11738,12235,9722,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,fog0.png,0.0159,0.0189
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,clock,299,682,290,482,1,3,3,3,3,erasure,no erasure,erasure,0,3,0,1,,,,5094,146,0,,,0,1,1,236,100,,,53.12266667,,,,0.7,,39,39,1,,67.73277778,201,70.60555556,201,1,,142,146,161,131,221,251,1962,13941,13245,11738,12235,12937,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,blank.png,0.0159,0.0189
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,feedback,299,682,699,399,1,4,3,3,3,erasure,no erasure,erasure,0,3,0,1,,,,5094,146,0,,,0,1,1,236,100,110.88,1540,34,34,34,0.154398875,0.7,,39,39,1,,67.73277778,201,70.60555556,201,1,,21,146,161,131,221,251,1962,13941,13245,14282,14703,12937,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,blank.png,0.0102,0.0291
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,clock,316,582,217,399,1,4,4,4,4,erasure,no erasure,erasure,0,4,0,1,,,,5094,146,0,,,0,1,0,236,59,,,34,,,,0.7,,39,39,1,,67.83407407,201,70.60555556,201,1,,21,146,161,131,221,251,1962,16327,15729,14282,14703,15405,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,blank.png,0.0102,0.0291
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,feedback,316,582,699,466,1,5,4,4,4,erasure,no erasure,erasure,0,4,0,1,,,,5094,146,0,,,0,1,0,236,59,318.024,4417,54,54,54,0.074521442,0.7,,39,39,1,,67.83407407,201,70.60555556,201,1,,228,146,161,131,221,251,1962,16327,15729,16594,17087,15405,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,blank.png,0.0162,0.0453
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,clock,282,665,4191,466,1,5,5,5,5,erasure,erasure,erasure,1,1,0,2,,,,5094,258,1,,0,0,0,2,348,87,,,54,,,,0.7,0,65,65,1,,67.92981481,201,70.60555556,201,1,,228,258,273,243,333,3,1962,18759,18078,16594,17087,17788,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,fog0.png,0.0162,0.0453
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,feedback,282,665,699,566,1,6,5,5,5,erasure,erasure,erasure,0,1,0,2,,,,5094,258,1,,1,1,0,2,348,87,344.952,4791,65.36,10,10,0.996750893,0.7,1,65,65,1,,67.92981481,201,70.60555556,201,1,,255,258,273,243,333,3,1962,18759,18078,23002,23588,17788,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,fog0.png,0.003,0.0483
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,clock,199,699,2507,566,1,6,6,6,6,erasure,erasure,erasure,0,2,0,2,,,,5094,258,1,,1,1,0,2,348,20,,,65.36,,,,0.7,1,65,65,1,,72.01296296,201,70.60555556,201,1,,255,258,273,243,333,3,1962,25212,24497,23002,23588,24289,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,fog0.png,0.003,0.0483
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,feedback,199,699,699,532,1,7,6,6,6,erasure,erasure,erasure,0,2,0,2,,,,5094,258,1,,2,2,0,2,348,20,342.504,4757,64.18518519,64,64.18518519,0.043759603,0.7,1,65,65,1,,72.01296296,201,70.60555556,201,1,,253,258,273,243,333,3,1962,25212,24497,27770,28323,24289,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,fog0.png,0.0192,0.0675
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,clock,432,499,723,532,1,7,7,7,7,erasure,no erasure,erasure,0,3,0,2,,,,5094,258,0,,,0,1,1,348,7,,,64.18518519,,,,0.7,,65,65,1,,72.05148148,201,70.60555556,201,1,,253,258,273,243,333,3,1962,29981,29465,27770,28323,29023,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,blank.png,0.0192,0.0675
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,feedback,432,499,699,599,1,8,7,7,7,erasure,no erasure,erasure,0,3,0,2,,,,5094,258,0,,,0,1,1,348,7,167.256,2323,174,174,174,0.224863677,0.7,,65,65,1,,72.05148148,201,70.60555556,201,1,,77,258,273,243,333,3,1962,29981,29465,30754,31374,29023,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,blank.png,0.0522,0.1197
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,clock,132,516,1107,599,1,8,8,8,8,erasure,no erasure,erasure,0,4,0,2,,,,5094,258,0,,,0,1,0,348,27,,,174,,,,0.7,,65,65,1,,71.9387037,201,70.60555556,201,1,,77,258,273,243,333,3,1962,32749,32217,30754,31374,32076,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,blank.png,0.0522,0.1197
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,feedback,132,516,699,549,1,9,8,8,8,erasure,no erasure,erasure,0,4,0,2,,,,5094,258,0,,,0,1,0,348,27,266.904,3707,63,10,10,0.745246597,0.7,,65,65,1,,71.9387037,201,70.60555556,201,1,,177,258,273,243,333,3,1962,32749,32217,33906,34475,32076,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,blank.png,0.003,0.1227
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,clock,182,649,1423,549,1,9,9,9,9,erasure,erasure,erasure,1,1,0,3,,,,5094,280,1,,0,0,0,2,10,13,,,63,,,,0.7,0,46,46,1,,71.99148148,201,70.60555556,201,1,,177,280,295,265,355,25,1962,36033,35366,33906,34475,35175,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,fog0.png,0.003,0.1227
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,feedback,182,649,699,349,1,10,9,9,9,erasure,erasure,erasure,0,1,0,3,,,,5094,280,1,,0,0,0,2,10,13,239.256,3323,91,91,91,0.314514754,0.7,0,46,46,1,,71.99148148,201,70.60555556,201,1,,149,280,295,265,355,25,1962,36033,35366,37506,37876,35175,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,fog0.png,0.0273,0.15
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,clock,99,599,1563,349,1,10,10,10,10,erasure,erasure,erasure,0,2,0,3,,,,5094,280,1,,0,0,0,2,10,1,,,91,,,,0.7,0,46,46,1,,71.71777778,201,70.60555556,201,1,,149,280,295,265,355,25,1962,39300,38684,37506,37876,38576,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,fog0.png,0.0273,0.15
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,feedback,99,599,699,332,1,11,10,10,10,erasure,erasure,erasure,0,2,0,3,,,,5094,280,1,,0,0,0,2,10,1,206.136,2863,176,176,176,0.237561002,0.7,0,46,46,1,,71.71777778,201,70.60555556,201,1,,116,280,295,265,355,25,1962,39300,38684,40914,41260,38576,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,fog0.png,0.0528,0.2028
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,clock,249,615,908,332,1,11,11,11,1,attention,attention,erasure,0,3,1,3,,,,5094,280,0,233,0,0,0,2,323,5,,,176,,,,0.7,0,46,46,1,,71.71777778,201,70.60555556,201,1,,116,280,295,265,308,338,1962,42851,42219,40914,41260,41961,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,wind0.png,0.0528,0.2028
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,feedback,249,615,699,216,1,12,11,11,1,attention,attention,erasure,0,3,1,3,,,,5094,280,0,233,0,0,0,2,323,5,173.376,2408,189,189,189,0.208653368,0.7,0,46,46,1,,71.71777778,201,70.60555556,201,1,,83,280,295,265,308,338,1962,42851,42219,43810,44044,41961,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,wind0.png,0.0567,0.2595
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,clock,482,566,925,216,1,12,12,12,2,attention,attention,attention,0,4,1,3,,,,5094,280,0,233,0,0,0,2,323,58,,,189,,,,0.7,0,46,46,1,,71.7562963,201,70.60555556,201,1,,83,280,295,265,308,338,1962,45819,45236,43810,44044,44745,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,wind0.png,0.0567,0.2595
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,feedback,482,566,699,432,1,13,12,12,2,attention,attention,attention,0,4,1,3,,,,5094,280,0,233,0,0,0,2,323,58,5.4,75,45.83333333,10,10,0.838297425,0.7,0,46,46,1,,71.7562963,201,70.60555556,201,1,,275,280,295,265,308,338,1962,45819,45236,46794,47245,44745,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,wind0.png,0.003,0.2625
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,clock,366,632,460,432,1,13,13,13,3,attention,attention,attention,0,5,1,3,,,,5094,280,0,233,0,0,0,2,323,54,,,45.83333333,,,,0.7,0,46,46,1,,71.77777778,201,70.60555556,201,1,,275,280,295,265,308,338,1962,49019,48361,46794,47245,47987,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,wind0.png,0.003,0.2625
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,feedback,366,632,699,282,1,14,13,13,3,attention,attention,attention,0,5,1,3,,,,5094,280,0,233,1,0,0,2,323,54,317.52,4410,55,55,55,0.056735869,0.7,1,46,46,1,,71.77777778,201,70.60555556,201,1,,228,280,295,265,308,338,1962,49019,48361,49530,49829,47987,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,wind0.png,0.0165,0.279
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,clock,499,566,1660,282,1,14,14,14,4,attention,attention,attention,0,6,1,3,,,,5094,280,0,233,0,0,0,2,323,20,,,55,,,,0.7,0,42.85,46,1,,71.7562963,201,65.77222222,187,1,,228,280,295,265,308,338,1962,51621,51040,49530,49829,50531,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,wind0.png,0.0165,0.279
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,feedback,499,566,699,299,1,15,14,14,4,attention,attention,attention,0,6,1,3,,,,5094,280,0,233,0,0,0,2,323,20,281.52,3910,56,56,56,0.460537634,0.7,0,42.85,46,1,,71.7562963,201,65.77222222,187,1,,192,280,295,265,308,338,1962,51621,51040,53330,53647,50531,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,wind0.png,0.0168,0.2958
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,clock,232,499,1887,299,1,15,15,15,5,attention,attention,attention,0,7,1,3,,,,5094,280,0,233,0,0,0,2,323,80,,,56,,,,0.7,0,39.7,46,1,,66.84960185,187,60.95277778,173,1,,192,280,295,265,308,338,1962,55105,54589,53330,53647,54348,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,wind0.png,0.0168,0.2958
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,feedback,232,499,699,449,1,16,15,15,5,attention,attention,attention,0,7,1,3,,,,5094,280,0,233,0,0,0,2,323,80,153.864,2137,123,10,10,0.936099565,0.7,0,39.7,46,1,,66.84960185,187,60.95277778,173,1,,64,280,295,265,308,338,1962,55105,54589,57042,57514,54348,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,wind0.png,0.003,0.2988
6.6.1,mac,0,2/6/24,16:49:24,1,1,1,experiment,2,ITI,449,499,228,449,1,16,16,16,6,attention,attention,attention,0,8,1,3,,,,5094,280,0,233,0,0,0,2,323,80,,,123,,,,0.7,0,36.55,46,1,,61.96994444,173,56.15,159,1,,64,280,295,265,308,338,1962,55105,54589,57042,57514,58215,1,wind,cloud,Planet1A.png,Ship1A.png,Mushroom1A.png,wind0.png,0.003,0.2988